bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,0195114159,9.7802E+12,eng,512.0,3664,58,03/06/1997,Oxford University Press  USA
7606,The Annotated Lolita,Vladimir Nabokov/Alfred Appel,4.28,0679727299,9.78068E+12,eng,457.0,2965,358,4/23/1991,Vintage Books
38069,Zora Neale Hurston: A Literary Biography,Robert E. Hemenway/Alice Walker,4.1,0252008073,9.78025E+12,eng,408.0,103,9,09/01/1980,University of Illinois Press
3968,Endymion,Dan Simmons/Guy Abadia,4.17,2221089561,9.78222E+12,fre,572.0,29,1,12/14/1998,Robert Laffont
16893,The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,3.92,0811212475,9.78081E+12,eng,347.0,2477,133,4/30/2003,New Directions Publishing Corporation
40884,Galactic Effectuator,Jack Vance,3.69,0441272320,9.78044E+12,eng,219.0,286,13,11/01/1981,Ace
23989,Devil's Backbone,Terry C. Johnston,4.17,0312925743,9.78031E+12,eng,448.0,105,6,8/15/1991,St. Martin's Press
5071,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,1421504332,9.78142E+12,eng,208.0,340,4,6/13/2006,VIZ Media LLC
29993,The Visible Hand: The Managerial Revolution in American Business,Alfred D. Chandler Jr.,4.01,0674940520,9.78067E+12,en-US,624.0,222,26,01/01/1977,Belknap Press
15876,Harry Potter y la Orden del Fénix (Harry Potter  #5),J.K. Rowling,4.49,8478888845,9.78848E+12,spa,893.0,5637,458,2/21/2004,Emece Editores
37996,Police Brutality: An Anthology,Jill Nelson/Robin D.G. Kelley/Richard Austin/Flores Alexander Forbes/Ron Daniels/Frank Moss/Derrick A. Bell/Claude Andrew Clegg III/Katheryn K. Russell/Patricia J. Williams/Stanley Crouch/Ishmael Reed/Arthur Doye,3.8,0393321630,9.78039E+12,eng,320.0,47,6,5/17/2001,W. W. Norton  Company
45626,O Príncipe Caspian (As Crónicas de Nárnia  #4),C.S. Lewis/Pauline Baynes/Ana Falcão Bastos,3.97,9722330977,9.78972E+12,por,160.0,215,11,10/11/2003,Editorial Presença
42864,Lead Like Jesus: Lessons from the Greatest Leadership Role Model of All Time,Kenneth H. Blanchard/Phil Hodges,4.04,0849918723,9.78085E+12,en-US,239.0,808,41,03/01/2007,W Publishing Group
24968,Fear and Trembling/Repetition,Søren Kierkegaard/Edna Hatlestad Hong/Howard Vincent Hong,4.23,0691020264,9.78069E+12,eng,420.0,4731,96,06/01/1983,Princeton University Press
17735,Light (Kefahuchi Tract  #1),M. John Harrison,3.6,0553382950,9.78055E+12,eng,310.0,3732,415,8/31/2004,Spectra
32185,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,4.38,1421506742,9.78142E+12,eng,192.0,1598,22,06/06/2006,VIZ Media LLC
1567,Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,3.95,0140448144,9.78014E+12,en-US,241.0,3833,120,1/30/2003,Penguin Classics
14729,War Trash,Ha Jin,3.79,1400075793,9.7814E+12,eng,368.0,3007,255,05/10/2005,Vintage
11298,A Wild Sheep Chase (The Rat  #3),Haruki Murakami/Alfred Birnbaum,3.95,037571894X,9.78038E+12,eng,353.0,68918,3022,04/09/2002,Vintage
27599,The Cross From A Distance: Atonement In Mark's Gospel,Peter G. Bolt,3.89,083082619X,9.78083E+12,eng,213.0,50,11,12/09/2004,IVP Academic
9595,Slapstick  or Lonesome No More!,Kurt Vonnegut Jr.,3.87,0385334230,9.78039E+12,eng,288.0,31084,1062,05/11/1999,Dial Press
29914,Inner Circle (Carol Ashton Mysteries  #8),Claire McNab,3.74,156280135X,9.78156E+12,eng,196.0,72,1,10/01/1996,Naiad Press
41822,The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,3.74,0553293435,9.78055E+12,eng,304.0,12547,424,12/01/1991,Spectra
29289,Lentil,Robert McCloskey,4.13,0140502874,9.78014E+12,eng,64.0,4076,104,4/27/1978,Puffin Books
9456,Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel,4.06,0691120528,9.78069E+12,eng,223.0,110,16,1/17/2005,Princeton University Press
13735,Bleach  Volume 20,Tite Kubo,4.36,1421510448,9.78142E+12,eng,216.0,5648,76,08/07/2007,VIZ Media LLC
18119,The Subtle Knife (His Dark Materials  #2),Philip Pullman,4.13,0440238145,9.78044E+12,en-US,288.0,4750,337,09/09/2003,Laurel Leaf Library
17122,Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,4.35,1883398290,9.78188E+12,eng,112.0,115,4,11/04/1997,Morpheus International
15617,The Outsider,Richard Wright,4.16,0060539259,9.78006E+12,en-US,672.0,1779,76,7/29/2003,Harpperen
30071,The Walking Dead  Book One (The Walking Dead #1-12),Robert Kirkman/Tony Moore/Charlie Adlard/Cliff Rathburn,4.35,1582406197,9.78158E+12,eng,304.0,34751,1346,10/05/2010,Image Comics
36717,The Return of Grand Theory in the Human Sciences,Quentin Skinner,3.88,0521398339,9.78052E+12,en-US,224.0,31,3,9/13/1990,Cambridge University Press
9739,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,0812532570,9.78081E+12,eng,432.0,317,31,2/15/1987,Tor Books
930,Memoirs of a Geisha,Arthur Golden,4.11,0739326228,9.78074E+12,eng,434.0,1301083,19296,11/15/2005,Random House Large Print Publishing
16940,How to Read a Poem,Terry Eagleton,3.73,1405151412,9.78141E+12,eng,182.0,445,44,10/20/2006,Wiley-Blackwell
4263,My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson,3.68,0753814412,9.78075E+12,eng,288.0,393,4,08/01/2001,Orion Publishing
30893,The Eiger Sanction (Jonathan Hemlock  #1),Trevanian,4.06,1400098025,9.7814E+12,eng,336.0,10385,152,05/10/2005,Broadway Books
3300,Inés of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,0061161535,9.78006E+12,eng,321.0,15345,1075,11/07/2006,Harper
7549,Jimmy Corrigan: El Chico más Listo del Mundo,Chris Ware,4.09,1594972079,9.78159E+12,spa,380.0,12,1,7/25/2006,Public Square Books
8770,My First Word Touch and Feel,Anne Millard,3.79,0789479311,9.78079E+12,eng,12.0,24,6,9/19/2001,DK Children
10170,The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,4.0,189491712X,9.78189E+12,eng,320.0,63,11,10/01/2004,Napoleon and Co
32331,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,4.07,0345492811,9.78035E+12,en-GB,224.0,467,2,05/01/2007,Del Rey
40894,Ports of Call,Jack Vance,3.55,0312864744,9.78031E+12,eng,300.0,409,23,1/15/1999,Tor Books
32854,Final Payments,Mary Gordon,3.69,0307276783,9.78031E+12,eng,304.0,551,78,06/06/2006,Anchor
10431,Cuba 15,Nancy Osa,3.45,0385732333,9.78039E+12,eng,304.0,1054,145,03/08/2005,Ember
22514,The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel,3.63,0812696069,9.78081E+12,eng,288.0,157,14,10/25/2006,Open Court
43932,Drop Shot (Myron Bolitar  #2),Harlan Coben/Martine Leconte,3.94,0440220459,9.78044E+12,eng,341.0,20461,981,02/05/1996,Dell Publishing Company
14241,The Liars' Club,Mary Karr,3.93,0143035746,9.78014E+12,eng,320.0,52578,2464,5/31/2005,Penguin Books
33496,Miskatonic University: Dire Secrets & Campus Life (Call of Cthulhu RPG),Sam Johnson/Sandy Antunes,4.12,1568821409,9.78157E+12,eng,242.0,38,0,10/12/2005,Chaosium
43673,The First Deadly Sin (Deadly Sins  #2),Lawrence Sanders,4.04,0425104273,9.78043E+12,eng,628.0,5817,145,4/15/1987,Berkley
44012,Shield of Thunder (Troy  #2),David Gemmell,4.36,0345477014,9.78035E+12,ale,512.0,102,16,3/27/2007,Ballantine Books
23843,The Abandoned (Harrow House  #4),Douglas Clegg,3.45,0843954108,9.78084E+12,eng,370.0,229,23,05/01/2005,Leisure Books
39470,Castle Diary: The Journal of Tobias Burgess,Richard Platt/Chris Riddell,3.82,0763621641,9.78076E+12,eng,128.0,1155,66,7/14/2003,Candlewick
45369,Arthur & George,Julian Barnes,3.7,1400097037,9.7814E+12,eng,445.0,11626,1141,01/09/2007,Vintage International
11901,The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice,4.11,0099471426,9.7801E+12,eng,1207.0,87816,2577,11/04/2004,Arrow
10877,Generation of Swine: Tales of Shame and Degradation in the '80's,Hunter S. Thompson,3.78,0743250443,9.78074E+12,eng,336.0,5980,171,11/06/2003,Simon  Schuster
12630,Imperial Ambitions: Conversations on the Post-9/11 World,Noam Chomsky/David Barsamian,3.97,080507967X,9.78081E+12,eng,226.0,1776,90,10/05/2005,Metropolitan Books/Henry Holt & Co. (NY)
11876,Set This House On Fire,William Styron,3.69,009928555X,9.7801E+12,eng,567.0,566,33,04/05/2001,Vintage Classics
13812,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,4.17,0553564943,9.78055E+12,eng,485.0,73396,1367,01/01/1994,Bantam Spectra
2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,3.85,0520238958,9.78052E+12,eng,389.0,5,0,3/15/2003,University of California Press
39799,One Step Behind  (Kurt Wallander  #7),Henning Mankell/Ebba Segerberg,4.09,0099448874,9.7801E+12,eng,450.0,11885,481,04/03/2003,Vintage
34221,Richard Matheson's Hell House  Book 1,Ian Edginton/Simon Fraser,4.08,1932382607,9.78193E+12,eng,48.0,13,0,01/11/2005,IDW Publishing
2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.34,0824512596,9.78082E+12,en-US,120.0,8228,410,10/01/1992,Crossroad
32979,The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),Carolyn Keene/Russell H. Tandy/Sara Paretsky,3.99,1557091552,9.78156E+12,eng,210.0,53304,2118,09/01/1991,Applewood Books
42862,The Heart of a Leader,Kenneth H. Blanchard,3.96,1562924885,9.78156E+12,en-US,162.0,542,33,06/01/1999,David C. Cook
37330,Hijos de la medianoche,Salman Rushdie/Miguel Sáenz,3.98,8497934326,9.7885E+12,spa,798.0,63,13,02/03/2005,DeBolsillo
21784,William Goldman: Four Screenplays,William Goldman,4.29,155783198X,0073999254907,en-US,504.0,17,1,05/01/2000,Applause Books
38638,The Secret Garden,Frances Hodgson Burnett/Scott McKowen,4.13,1402714599,9.7814E+12,eng,248.0,575,61,10/01/2004,Sterling
1843,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87,0865475091,9.78087E+12,eng,256.0,633,60,04/10/1997,North Point Press
7554,The Acme Novelty Datebook  Vol. 1  1986-1995,Chris Ware,4.17,1896597661,9.7819E+12,eng,208.0,504,23,11/26/2013,Drawn and Quarterly
21365,From the Corner of His Eye,Dean Koontz/Stephen Lang,4.03,0553502697,9.78055E+12,en-US,0.0,29,3,12/26/2000,Random House Audio Publishing Group
43325,Nothing Lasts Forever,Sidney Sheldon,3.84,0446354732,9.78045E+12,eng,384.0,26040,614,09/01/1995,Grand Central
24982,Uncharted Territory,Connie Willis,3.51,0553562940,9.78055E+12,eng,149.0,1240,122,06/01/1994,Spectra
31647,James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,0141311355,9.78014E+12,eng,160.0,1251,91,04/05/1998,Puffin
19847,Winning with People Workbook,John C. Maxwell,4.22,0785260900,9.78079E+12,eng,256.0,8,1,09/10/2005,HarperCollins Leadership
23421,Kiss & Tell,Alain de Botton,3.56,0312155611,9.78031E+12,eng,258.0,828,46,5/15/1997,Picador
11296,Haruki Murakami and the Music of Words,Jay Rubin,3.83,0099455447,9.7801E+12,eng,462.0,1444,68,01/06/2005,Vintage
24455,For Her Own Good: Two Centuries of the Experts' Advice to Women,Barbara Ehrenreich/Deirdre English,3.97,1400078008,9.7814E+12,en-US,410.0,2126,123,01/04/2005,Anchor
27999,Close Range,Annie Proulx,3.99,0684852225,9.78068E+12,eng,285.0,12555,799,02/10/2000,Scribner
33574,Hawkes Harbor,S.E. Hinton,3.13,0765344726,9.78077E+12,en-US,289.0,2157,288,10/01/2005,Tor Books
9526,Embroideries,Marjane Satrapi/Anjali Singh,3.86,0375714677,9.78038E+12,eng,144.0,14654,1121,4/18/2006,Pantheon
6753,Brief Interviews with Hideous Men,David Foster Wallace,3.86,034911188X,9.78035E+12,eng,273.0,18335,1155,04/01/2000,Abacus
5215,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,0060740450,9.78006E+12,eng,458.0,3437,316,1/20/2004,Harper Perennial
11380,Die Geisha,Arthur Golden,4.11,3442726328,9.78344E+12,ger,573.0,314,14,02/01/2000,Wilhelm Goldmann Verlag  GmbH
4069,Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,4.36,080701429X,9.78081E+12,eng,165.0,282127,13449,06/01/2006,Beacon Press
11157,Four Mothers,Shifra Horn/Dalya Bilu,3.69,0312263236,9.78031E+12,eng,276.0,204,28,06/10/2000,Picador
18260,Oliver Twist,Charles Dickens/George Cruikshank/Jill Muller,3.86,1593082061,9.78159E+12,eng,478.0,348,47,10/25/2004,Barnes  Noble Classics
25737,The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer/Herb Johnson,4.37,0374517886,9.78037E+12,eng,624.0,1665,92,08/01/1983,Farrar  Straus and Giroux
4988,Fates Worse Than Death,Kurt Vonnegut Jr.,3.87,0425134067,9.78043E+12,en-US,240.0,3183,115,09/01/1992,Berkley
14616,The Leatherstocking Tales  Vol. 1: The Pioneers / The Last of the Mohicans / The Prairie,James Fenimore Cooper/Blake Nevius,3.88,0940450208,9.78094E+12,eng,1347.0,348,24,07/01/1985,Library of America
5816,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,0820328073,9.78082E+12,eng,424.0,152,26,11/01/2006,University of Georgia Press
35792,The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,Gustave Le Bon/Charles Mackay,3.93,0934380236,9.78093E+12,eng,288.0,406,24,11/01/1993,Wasendorf & Associates Inc
5571,Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4.11,0865475873,9.78087E+12,eng,193.0,9017,820,4/22/2002,North Point Press
18291,Critique of Pure Reason,Immanuel Kant/Marcus Weigelt/F. Max Müller,3.94,0140447474,9.78014E+12,eng,784.0,254,35,11/29/2007,Penguin Books Ltd
135,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,3.62,0072262788,9.78007E+12,eng,260.0,24,0,1/24/2006,McGraw-Hill
13595,ヒカルの碁 7、若獅子戦,Yumi Hotta/Yumi Hotta,4.26,4088728734,9.78409E+12,jpn,208.0,9,2,06/07/2000,集英社
8023,Mr. Happy,Roger Hargreaves,3.98,1405211997,9.78141E+12,eng,36.0,1,0,4/30/2004,Egmont Children's Books
31242,Bleak House,Charles Dickens/Nicola Bradbury/Hablot Knight Browne,4.01,0143037617,9.78014E+12,eng,1017.0,80104,2440,01/06/2006,Penguin Books
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,0394720245,9.78039E+12,eng,1344.0,11208,1237,07/12/1975,Vintage
23521,Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,4.0,0446607258,9.78045E+12,eng,330.0,1747,192,08/01/1999,Warner
3837,Don Quixote,Miguel de Cervantes Saavedra/Walter Starkie,3.87,0451528905,9.78045E+12,en-US,544.0,71,5,06/03/2003,Signet Classics
29838,The New York Times Guide to Essential Knowledge,John D. Leonard/The New York Times,4.1,0312313675,9.78031E+12,en-US,1104.0,157,10,11/05/2004,St. Martin's Press
10806,Where the Bluebird Sings to the Lemonade Springs,Wallace Stegner/T.H. Watkins,4.1,0375759328,9.78038E+12,eng,234.0,1553,113,04/09/2002,Modern Library
18757,Last Night: Stories,James Salter,3.9,1400078415,9.7814E+12,eng,132.0,1825,186,3/14/2006,Vintage
18412,The Wind Done Gone,Alice Randall,3.07,0618219064,9.78062E+12,eng,224.0,1698,283,04/08/2002,Mariner Books
28407,Germinal,Émile Zola/Roger Pearson,4.13,0140447423,9.78014E+12,eng,592.0,23134,750,1/29/2004,Penguin Classics
22398,The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,4.21,1563897288,9.78156E+12,en-US,232.0,4084,86,08/01/2001,Vertigo
36571,Shadows At Sunset,Anne Stuart,3.63,1551665719,9.78155E+12,eng,384.0,762,38,8/25/2000,MIRA
12048,The Sheltering Sky / Let It Come Down / The Spider's House,Paul Bowles/Daniel Halpern,4.19,1931082197,9.78193E+12,eng,940.0,264,21,8/26/2002,Library of America
28563,Death Of A Blue Movie Star (Rune  #2),Jeffery Deaver,3.53,055358295X,9.78055E+12,eng,336.0,1194,50,10/31/2000,Bantam
13729,Bleach  Volume 10,Tite Kubo,4.28,1421500817,9.78142E+12,eng,208.0,7037,81,12/06/2005,VIZ Media LLC
4434,Sellevision,Augusten Burroughs,3.56,1843543648,9.78184E+12,eng,229.0,175,9,01/01/2006,Atlantic
34295,Whitethorn Woods,Maeve Binchy,3.61,0307265781,9.78031E+12,eng,339.0,11498,1016,03/06/2007,Knopf Publishing Group
3869,A Brief History of Time,Stephen Hawking,4.17,0553380168,9.78055E+12,eng,212.0,239652,5860,09/01/1998,Bantam Books
22067,The Last Quarry (Quarry #7),Max Allan Collins,3.93,0843955937,9.78084E+12,eng,201.0,673,68,08/01/2006,Hard Crime Case
33075,In the Kitchen with Rosie: Oprah's Favorite Recipes,Rosie Daley/Oprah Winfrey,3.04,0679434046,9.78068E+12,eng,142.0,767,31,4/16/1994,Knopf
33975,Animal E.R.: Extraordinary Stories Hope Healing from 1 World's Leading Veterinary Hospitals,Vicki Constantine Croke/Vicki Constantine Croke,3.95,0525945075,9.78053E+12,eng,194.0,12,3,11/01/1999,Dutton Adult
54,Molly Hatchet - 5 of the Best,Molly Hatchet,4.33,1575606240,9.78158E+12,eng,56.0,6,0,06/10/2003,Cherry Lane Music Company
35111,The Feynman Lectures on Physics Vol 2,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.62,0805390472,9.78081E+12,eng,512.0,17,2,09/01/2005,Pearson Education
21341,Jack of Fables  Vol. 1: The (Nearly) Great Escape,Bill Willingham/Matthew Sturges/Tony Akins/Andrew Pepoy,3.58,1401212220,9.7814E+12,eng,128.0,4372,271,2/28/2007,Vertigo
4894,Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,3.8,0091883768,9.78009E+12,eng,96.0,311436,8421,02/07/2002,Vermilion
29204,A Certain Justice (Adam Dalgliesh  #10),P.D. James,3.93,0770429912,9.78077E+12,eng,688.0,6877,374,3/28/2006,Seal Books
16813,The Condor And The Cows: A South American Travel Diary,Christopher Isherwood/William Caskey/Jeffrey Meyers,3.8,0816639825,9.78082E+12,eng,248.0,45,9,11/10/2003,Univ Of Minnesota Press
10224,Enchanted Evening,M.M. Kaye,4.38,0312265816,9.78031E+12,eng,368.0,99,11,12/05/2000,St. Martin's Press
23917,The Stranger from Paradise: A Biography of William Blake,G.E. Bentley Jr.,4.06,0300100302,9.7803E+12,eng,632.0,79,10,04/10/2003,Paul Mellon Centre BA
40452,Black Widow: Homecoming,Richard K. Morgan/Bill Sienkiewicz/Goran Parlov,3.79,0785114939,9.78079E+12,eng,144.0,617,43,05/11/2005,Marvel
24305,The Secret School,Avi,3.79,0152046992,9.78015E+12,eng,176.0,3695,384,08/01/2003,HMH Books for Young Readers
34385,Inferno,Dante Alighieri/Anthony M. Esolen,4.0,034548357X,9.78035E+12,eng,560.0,219,25,10/25/2005,Modern Library
5974,Sparrow Hawk Red,Ben Mikaelsen,3.79,0786811056,9.78079E+12,eng,185.0,1,0,04/01/1995,Little  Brown Books for Young Readers
18892,The Forest House (Avalon  #2),Marion Zimmer Bradley/Diana L. Paxson,3.86,0451454243,9.78045E+12,eng,462.0,15171,322,04/01/1995,Roc
34303,Firefly Summer,Maeve Binchy,3.91,0099498669,9.7801E+12,eng,928.0,10463,290,08/03/2006,Arrow
28158,A Picture Book of Thomas Jefferson (Picture Book Biographies) (Picture Book Biography),David A. Adler/John Wallner/Alexandra Wallner,3.75,0823408817,9.78082E+12,en-US,32.0,14,4,03/01/1991,Holiday House
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,0517542021,9.78052E+12,eng,468.0,495,67,05/04/1980,Crown Publishing Group
32527,Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,3.96,0553584537,9.78055E+12,eng,451.0,44349,1850,12/27/2005,Bantam
37875,The Art of the Start: The Time-Tested  Battle-Hardened Guide for Anyone Starting Anything,Guy Kawasaki,3.87,1591840562,9.78159E+12,eng,240.0,22375,402,09/09/2004,Portfolio
25804,Only the Ring Finger Knows: The Left Hand Dreams of Him (Only the Ring Finger Knows  #2),Satoru Kannagi/Hotaru Odagiri,3.94,1569708851,9.78157E+12,eng,242.0,529,17,07/05/2006,Digital Manga Publishing
15014,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson/Joseph Grenny/Ron McMillan/Al Switzler/Stephen R. Covey,4.03,0071401946,9.78007E+12,eng,240.0,40400,2256,07/09/2002,McGraw-Hill Education
41834,Asimov's Guide to the Bible: The Old Testament,Isaac Asimov,4.07,0380010321,9.78038E+12,eng,677.0,237,20,11/01/1971,Avon Books (P)
12881,Operation Shylock: A Confession,Philip Roth,3.77,009930791X,9.7801E+12,eng,400.0,3115,188,6/16/1994,Vintage
6530,Trace (Kay Scarpetta  #13),Patricia Cornwell,3.78,0425204200,9.78043E+12,eng,401.0,25822,729,6/28/2005,Berkley
12631,On MisEducation (Critical Perspectives),Noam Chomsky/Donaldo Macedo,3.76,0742529789,9.78074E+12,eng,199.0,282,20,2/23/2004,Rowman & Littlefield Publishers
34530,Guards! Guards! (Discworld  #8),Terry Pratchett,4.33,0613572173,9.78061E+12,eng,355.0,67,2,7/31/2001,Turtleback Books
35218,There Was a Cold Lady Who Swallowed Some Snow!,Lucille Colandro/Jared Lee/Skip Hinnant,3.85,0439895561,9.78044E+12,eng,1.0,14,1,8/13/2006,Scholastic Audio Books
5499,Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85,0385264763,9.78039E+12,eng,286.0,4815,446,12/01/1991,Anchor Books
25790,The Lord of the Rings Sketchbook,Alan  Lee/Ian McKellen,4.27,0618640142,9.78062E+12,eng,192.0,9853,72,10/19/2005,Houghton Mifflin Harcourt
34601,Snow Treasure,Marie McSwigan/Mary Reardon,3.97,0142402249,9.78014E+12,eng,208.0,5279,489,10/05/2006,Puffin Books
25329,The Dobe Ju/'hoansi,Richard B. Lee,3.58,0155063332,9.78016E+12,eng,272.0,356,25,02/04/2002,Wadsworth Publishing Company
13548,Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),Hirohiko Araki/Hirohiko Araki,4.44,2290328227,9.78229E+12,fre,202.0,4,2,3/25/2003,J'ai Lu
18576,Everything on a Waffle (Coal Harbour #1),Polly Horvath,3.72,0374422087,9.78037E+12,eng,150.0,9839,767,09/08/2004,Sunburst
39993,The Full Matilda,David Haynes,4.0,0767915690,9.78077E+12,eng,384.0,46,5,05/11/2004,Broadway Books
32578,Lolita,Richard Corliss,3.89,0851703682,9.78085E+12,eng,96.0,475,23,12/27/1994,British Film Institute
40076,Artful Paper Dolls: New Ways to Play with a Traditional Form,Terry  Taylor,4.07,1579907156,9.78158E+12,eng,144.0,59,5,08/01/2006,Lark Books
7968,Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,3.79,0812524268,9.78081E+12,en-US,311.0,18228,427,7/15/1992,Tor Fantasy
980,Deception Point,Dan Brown,3.71,0593055071,9.78059E+12,eng,448.0,61,4,08/01/2005,Bantam Press
35349,She Who Remembers (Kwani  #1),Linda Lay Shuler,4.03,0451211448,9.78045E+12,eng,496.0,6737,148,08/05/2003,NAL Trade
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,0142003344,9.78014E+12,eng,528.0,18793,721,8/26/2003,Penguin Books
20775,My Lord Eternity (Immortal Rogues  #2),Debbie Raleigh/Alexandra Ivy,3.73,0821775502,9.78082E+12,eng,256.0,407,14,10/01/2003,Zebra
33513,The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good,William Easterly,3.83,0143038826,9.78014E+12,eng,436.0,4473,232,03/01/2007,Penguin Books
22186,Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,3.59,0316011835,9.78032E+12,eng,192.0,7948,135,10/04/2006,Little  Brown Young Readers
25244,The Essential Writings,Georg Wilhelm Friedrich Hegel,3.86,0061318310,9.78006E+12,ger,368.0,71,6,4/21/1977,Harper Perennial
37811,The Assassination of Julius Caesar: A People's History of Ancient Rome,Michael Parenti,4.17,1565849426,9.78157E+12,eng,276.0,685,73,8/30/2004,The New Press
10884,Einstein: His Life and Universe,Walter Isaacson,4.11,0743264738,9.78074E+12,eng,675.0,113315,2833,04/10/2007,Simon  Schuster
11290,Children of the Night,Dan Simmons,3.71,0446364754,9.78045E+12,eng,464.0,5855,264,06/01/1993,Warner Books
23036,Experience,Martin Amis,3.96,0099285827,9.7801E+12,eng,401.0,71,5,04/05/2001,Vintage
29054,Exemplary Stories,Miguel de Cervantes Saavedra/Lesley Lipson,3.72,0192832433,9.78019E+12,eng,368.0,797,29,05/07/1998,Oxford University Press
12557,The Kitchen God's Wife,Amy Tan,4.01,0143038109,9.78014E+12,en-US,416.0,66503,1661,9/21/2006,Penguin Books
3640,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.11,0449904962,9.78045E+12,eng,288.0,1760,135,11/29/1989,Ballantine Books
42536,Yanks: The Epic Story of the American Army in World War I,John S.D. Eisenhower/Joanne Thompson Eisenhower,3.72,0743223853,9.78074E+12,eng,368.0,110,15,06/04/2002,Free Press
4987,Jailbird,Kurt Vonnegut Jr.,3.82,0385333900,9.78039E+12,eng,310.0,17881,593,01/12/1999,Dial Press Trade Paperback
17309,This Present Darkness (Darkness  #1),Frank E. Peretti,4.22,1581345283,9.78158E+12,eng,376.0,86548,1637,6/26/2003,Crossway Books
23492,The Dharma Bums,Jack Kerouac/Ann  Douglas,3.92,0143039601,9.78014E+12,eng,187.0,2055,172,04/05/2007,Penguin Classics
44816,Serious Girls,Maxine Swann,3.2,0312288018,9.78031E+12,eng,240.0,207,28,12/01/2004,Picador USA
12043,The Italian Girl (Ackroyd and Thackeray #5),Patricia Hall,3.48,0312264895,9.78031E+12,eng,208.0,34,2,05/12/2000,St. Martin's Press
14030,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata/J. Martin Holman,3.78,1887178945,9.78189E+12,eng,176.0,1385,75,8/29/1998,Counterpoint
31040,Japan at War:  An Oral History,Haruko Taya Cook/Theodore F. Cook,4.34,1565840399,9.78157E+12,eng,493.0,718,87,10/01/1993,New Press (NY)
